date,published_at,composite_score,catalyst_type,api_relevance,relevance_norm,keyword_score,source_score,recency_score,title,description,snippet,categories,query_bucket,keywords_matched,source,url
2026-01-21,2026-01-21T08:50:14.000000Z,9.62,Biotech/Pharma,26.25354,1.31,2,0,1,FDA approval of ADHD brain device questioned after larger trial,"Scientists question the FDA-approved ADHD brain stimulation device's effectiveness due to study limitations, suggesting more robust trials are needed.","The first-of-a-kind brain-stimulation device approved to treat attention-deficit/hyperactivity disorder (ADHD) in the US has had its efficacy questioned, with s...","tech, science",health_pharma,"fda, approval",newatlas.com,https://newatlas.com/adhd-autism/fda-adhd-tns-device/
2026-01-21,2026-01-21T04:29:47.000000Z,9.0,Corporate Event,30.010712,1.5,2,0,0,"Water ‘bankruptcy’ era has begun for billions, scientists say","A new UN report declares a ""global water bankruptcy,"" with 6.1 billion people facing insecure freshwater supplies.","Live Events

Bloomberg



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

A new era has begun of “global water bankru...","business, general",corporate,"bankruptcy, sec",economictimes.indiatimes.com,https://economictimes.indiatimes.com/small-biz/sustainability/water-bankruptcy-era-has-begun-for-billions-scientists-say/articleshow/126926970.cms
2026-01-21,2026-01-21T15:42:50.000000Z,7.3,Technology,22.904331,1.15,1,0,2,25 Higher Ed Influencers to Follow in 2026,"These higher education IT thought leaders and social media personalities are making an impact across digital learning, innovation, cybersecurity, artificial int...","As we enter a new year, higher education faces a new set of challenges. From new federal policies and funding shortages to enrollment concerns and emerging tech...",tech,tech,sec,edtechmagazine.com,https://edtechmagazine.com/higher/article/2026/01/25-higher-ed-influencers-follow-2026
2026-01-21,2026-01-21T21:11:46.000000Z,6.44,Technology,34.3404,1.72,1,0,0,AI Hype vs Reality in Cybersecurity Explained,Some cybersecurity vendors are hyping artificial intelligence as if it's the silver bullet to all security challenges. But what's the reality?,"by Zac Amos @ zacamos

Zac is the Features Editor at ReHack, where he covers cybersecurity, AI and more.",tech,tech,sec,github.com,https://hackernoon.com/ai-hype-vs-reality-in-cybersecurity-explained
2026-01-21,2026-01-21T21:00:53.000000Z,5.8,Technology,28.044878,1.4,1,0,0,Healthcare cybersecurity shifts from defense to resilience,Healthcare cybersecurity is evolving as firms emphesize cyber resilience through access management and immutable backups to speed recovery after breaches.,,tech,tech,sec,siliconangle.com,https://siliconangle.com/2026/01/21/healthcare-cybersecurity-shifts-resilience-medtechunplugged/
2026-01-21,2026-01-21T18:01:00.000000Z,4.7,Energy/Commodity,37.011173,1.85,0,0,1,The Energy Report: Fire Ice and Trump in Davos,"Market Analysis by  covering: Crude Oil WTI Futures, Natural Gas Futures, Crude Oil WTI Spot US Dollar, Micro WTI Crude Oil Futures. Read 's Market Analysis on ...",A Firey speech by President Trump in Davos and ice and cold is having major impact on the energy space. Oil prices are being anchored as more Venezuelan supply ...,business,energy_commodity,,investing.com,https://www.investing.com/analysis/the-energy-report-fire-ice-and-trump-in-davos-200673633
2026-01-22,2026-01-22T19:45:34.000000Z,25.4,Earnings,44.000244,2.2,6,2,1,CACI raises 2026 guidance to $725M free cash flow and 8%-10% revenue growth as technology portfolio expands (NYSE:CACI),"CACI Q2 2026 earnings call: revenue up 6%, EPS up 14%, guidance raised and ARKA deal.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"revenue, eps, guidance, raised, deal, earnings",seekingalpha.com,https://seekingalpha.com/news/4541783-caci-raises-2026-guidance-to-725m-free-cash-flow-and-8-percentminus-10-percent-revenue-growth
2026-01-22,2026-01-22T16:53:39.000000Z,20.36,Earnings,43.659767,2.18,5,0,1,Stale reading on Fed's inflation gauge keeps central bank on course to hold rates next week,A delayed reading on the Federal Reserve’s preferred inflation gauge released Thursday keeps the central bank on course to hold interest rates steady next wee...,A delayed reading on the Federal Reserve’s preferred inflation gauge released Thursday keeps the central bank on course to hold interest rates steady next wee...,"business, general",macro,"interest rate, inflation, eps, fed, central bank",finance.yahoo.com,https://finance.yahoo.com/news/stale-reading-on-feds-inflation-gauge-keeps-central-bank-on-course-to-hold-rates-next-week-165339281.html
2026-01-22,2026-01-22T13:34:25.000000Z,14.98,Macro,39.829376,1.99,3,0,2,"European Central Bank is not in any hurry to change policy, accounts show",European Central Bank policymakers are patient on interest rates. Inflation remains near the two percent target. Projections show inflation staying close to thi...,"Live Events



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You can now subscribe to our

(You can now subscribe to...","general, business",macro,"interest rate, inflation, central bank",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/european-central-bank-is-not-in-any-hurry-to-change-policy-accounts-show/articleshow/127158975.cms
2026-01-22,2026-01-22T09:20:32.000000Z,14.56,Earnings,45.620117,2.28,3,0,1,"Zee profit in Q3 falls 5%, revenue grows 15% y-o-y","Zee Entertainment's Q3 profit fell 5% to ₹154.8 crore, while revenue rose 15% to ₹2,280 crore year-on-year.",Zee Entertainment Enterprises’ consolidated net profit in the December-ending quarter fell 5 per cent owing to advertising expenses and one time restructuring...,"business, general",earnings,"profit, revenue, results",thehindubusinessline.com,https://www.thehindubusinessline.com/info-tech/zee-profit-in-q3-falls-5-revenue-grows-15-y-o-y/article70537147.ece
2026-01-22,2026-01-22T11:33:14.000000Z,14.34,Earnings,43.345592,2.17,3,0,1,"Adani Energy Solutions Q3: Profit slips 8% to ₹575 Cr, revenue up 15%","Adani Energy Solutions reports an 8% profit decline in Q3FY26, despite a 15% revenue increase driven by transmission growth.","Adani Energy Solutions Ltd (AESL) on Wednesday reported an 8 per cent year-on-year decline in consolidated profit to ₹575 crore for the third quarter of FY26,...","business, general",earnings,"profit, miss, revenue",thehindubusinessline.com,https://www.thehindubusinessline.com/companies/adani-energy-solutions-q3fy26-profit-slips-8-on-absence-of-tax-gain-revenue-up-15/article70537466.ece
2026-01-22,2026-01-22T11:35:40.000000Z,14.34,Macro,43.413486,2.17,3,0,1,Turkey cuts key interest rate to 37% as inflation slows,Turkey's central bank said today it had cut its key interest rate to 37% as annual inflation figures keep slowing.,"Turkey's central bank said today it had cut its key interest rate to 37% as annual inflation figures keep slowing.

At a policy meeting, the bank ""decided to re...","general, business",macro,"interest rate, inflation, central bank",rte.ie,https://www.rte.ie/news/business/2026/0122/1554496-turkey-interest-rates/
2026-01-22,2026-01-22T16:40:23.000000Z,9.1,Macro,30.981846,1.55,1,2,1,Why Data Privacy Is A Strategic Imperative For Every Organization,Data privacy is now at the core of business strategy and digital trust. Privacy is now a fundamental component of leadership responsibility and cybersecurity re...,"data privacy getty

Data Privacy Week is observed every January. It should be seen as a subject of growing significance in 2026. Data privacy is now at the core...","tech, general, business",tech,sec,forbes.com,https://www.forbes.com/sites/chuckbrooks/2026/01/22/why-data-privacy-is-a-strategic-imperative-for-every-organization/
2026-01-22,2026-01-22T20:08:44.000000Z,6.88,Corporate Event,28.7467,1.44,1,0,1,Sotherly Hotels Inc. Stockholders Approve Merger Transaction,"WILLIAMSBURG, Va., Jan. 22, 2026 (GLOBE NEWSWIRE) -- Sotherly Hotels Inc. (Nasdaq: SOHO) ('Sotherly” or the 'Company”) today announced that the stockholders...","WILLIAMSBURG, Va., Jan. 22, 2026 (GLOBE NEWSWIRE) -- Sotherly Hotels Inc. (Nasdaq: SOHO) (""Sotherly” or the ""Company”) today announced that the stockholders...","business, general",corporate,merger,manilatimes.net,https://www.manilatimes.net/2026/01/23/tmt-newswire/globenewswire/sotherly-hotels-inc-stockholders-approve-merger-transaction/2263894
2026-01-22,2026-01-22T09:30:00.000000Z,6.62,Macro,26.141808,1.31,1,0,1,India's AI adoption to generate $1.7 trillion in economic value by 2035: Report,"A KPMG report reveals that India's adoption of artificial intelligence is set to generate $1.7 trillion in economic value by 2035, driven by advancements in sem...","As India's semiconductor industry scales up, its adoption of artificial intelligence (AI) is projected to generate $1.7 trillion in economic value by 2035 and r...",tech,tech,miss,cio.economictimes.indiatimes.com,https://cio.economictimes.indiatimes.com/news/next-gen-technologies/indias-ai-revolution-a-17-trillion-opportunity-by-2035/127116162
2026-01-22,2026-01-22T20:49:14.000000Z,6.14,Corporate Event,31.307487,1.57,1,0,0,"Saks bankruptcy filing creates uncertainty for iconic stores, suppliers and shoppers","Saks' bankruptcy filing creates uncertainty for iconic stores, suppliers and shoppers","NEW YORK (AP) — An appeal for bankruptcy protection filing of the operator of Saks Fifth Avenue, Bergdorf Goodman and Neiman Marcus has left the luxury depart...","business, general",corporate,bankruptcy,livemint.com,https://www.livemint.com/companies/saks-bankruptcy-filing-creates-uncertainty-for-iconic-stores-suppliers-and-shoppers-11769114954897.html
2026-01-22,2026-01-22T21:34:12.000000Z,6.0,Biotech/Pharma,30.042068,1.5,1,0,0,Industrial cybersecurity startup Claroty nabs $150M funding round,Industrial cybersecurity startup Claroty nabs $150M funding round - SiliconANGLE,,tech,tech,sec,siliconangle.com,https://siliconangle.com/2026/01/22/industrial-cybersecurity-startup-claroty-nabs-150m-funding-round/
2026-01-22,2026-01-22T22:05:40.000000Z,5.94,Corporate Event,29.344372,1.47,1,0,0,Broke Spirit Airlines turns to private equity firm in hopes of avoiding bankruptcy,Spirit Airlines could potentially avoid filing for Chapter 11 bankruptcy.,"Beleaguered carrier Spirit Airlines may get a lifeline out of bankruptcy.

The low-budget carrier is in talks with Castlelake, a global alternative investment f...",business,corporate,bankruptcy,nypost.com,https://nypost.com/2026/01/22/business/spirit-airlines-turns-to-private-equity-firm-castlelake-to-avoid-bankruptcy-report/
2026-01-22,2026-01-22T05:42:00.000000Z,3.46,Energy/Commodity,34.521595,1.73,0,0,0,US Natural Gas Surges Amid Freezing Conditions,"Market Analysis by  covering: Brent Oil Futures, Crude Oil WTI Futures, Natural Gas Futures. Read 's Market Analysis on Investing.com","US prices surged amid freezing weather conditions across the US, proving supportive for heating demand and raising concerns over potential supply disruptions. T...",business,energy_commodity,,investing.com,https://www.investing.com/analysis/us-natural-gas-surges-amid-freezing-conditions-200673655
2026-01-22,2026-01-22T06:42:00.000000Z,3.4,Energy/Commodity,33.96469,1.7,0,0,0,Trump’s Energy Agenda Is Starting to Collide With Itself,"Market Analysis by  covering: Crude Oil WTI Futures, Natural Gas Futures. Read 's Market Analysis on Investing.com","President Donald Trump’s energy agenda faces internal tension.

US producers remain cautious despite political support, sticking to capital discipline amid we...",business,energy_commodity,,investing.com,https://www.investing.com/analysis/trumps-energy-agenda-is-starting-to-collide-with-itself-200673663
2026-01-22,2026-01-22T02:26:55.000000Z,3.0,Energy/Commodity,29.996801,1.5,0,0,0,GDX vs. GLDM: Gold Miners With Leverage or Direct Gold Price Exposure,"Investors often group gold ETFs together, but the VanEck Gold Miners ETF (GDX) and the SPDR Gold MiniShares Trust (GLDM) respond to gold prices in different way...","GDX, by contrast, invests exclusively in gold mining companies. Its top holdings—Agnico Eagle Mines Ltd (NYSE:AEM), Newmont Corp (NYSE:NEM), and Barrick Minin...","business, general",energy_commodity,,finance.yahoo.com,https://finance.yahoo.com/news/gdx-vs-gldm-gold-miners-022655035.html
2026-01-23,2026-01-23T05:01:08.000000Z,25.26,Macro,42.695404,2.13,7,0,0,Fed signals pause as policymakers split on inflation and jobs,US Federal Reserve officials are pausing interest rate cuts. Policymakers are divided on future action. Some fear inflation will rise again. Others worry the jo...,"Live Events



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You can now subscribe to our

(You can now subscribe to...","business, general",macro,"interest rate, rate cut, jobs, inflation, outlook, fed, fomc",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/us-stocks/news/fed-signals-pause-as-policymakers-split-on-inflation-and-jobs/articleshow/127234936.cms
2026-01-23,2026-01-23T03:34:25.000000Z,24.52,Earnings,35.190655,1.76,7,0,0,Bank of Japan keeps key interest rate unchanged at 0.75%,The Bank of Japan has kept its key interest rate steady at 0.75 percent. This decision was widely expected by analysts. The central bank anticipates inflation w...,"Live Events



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You can now subscribe to our

(You can now subscribe to...","business, general",macro,"interest rate, inflation, rate hike, analyst, eps, outlook, central bank",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/bank-of-japan-keeps-key-interest-rate-unchanged-at-0-75/articleshow/127227850.cms
2026-01-23,2026-01-23T10:40:41.000000Z,20.24,Earnings,42.48712,2.12,5,0,1,"Godrej Consumer Q3 profit flat, revenue rises 8.8%","Godrej Consumer Products reported flat Q3 profit at ₹498 crore as revenue rose 8.8%, driven by India and Africa, despite one-time expenses.","Godrej Consumer Products reported flat growth in third-quarter net profit at ₹498 crore, while revenue from operations rose 8.8 per cent, driven by India and ...","business, general",earnings,"profit, revenue, results, earnings, sec",thehindubusinessline.com,https://www.thehindubusinessline.com/companies/godrej-consumer-q3-profit-flat-revenue-rises-on-india-africa-growth/article70542132.ece
2026-01-23,2026-01-23T09:47:29.000000Z,16.8,Earnings,38.039642,1.9,4,0,1,Cipla shares slide 5% after drug major's Q3 net profit drops 57% YoY,"Cipla shares dropped 5% after reporting a 57% year-on-year decline in net profit to Rs 676 crore, impacted by a fall in gRevlimid sales. Revenue remained flat a...","It seems like you're already an ETPrime member with

Login using your ET Prime credentials to enjoy all member benefits

Log out of your current logged-in accou...","business, general",earnings,"profit, revenue, outlook, earnings",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/cipla-shares-slide-5-after-drug-major-q3-net-profit-drops-57-yoy/articleshow/127263769.cms
2026-01-23,2026-01-23T13:50:22.000000Z,14.82,Earnings,38.155937,1.91,3,0,2,Premier Energies’ Q3 net profit rises 53% to ₹392 cr,"Premier Energies reports a 53% net profit increase to ₹392 crore and 12% revenue growth to ₹1,966 crore in Q3.","Premier Energies’ net profit increased 53 per cent to ₹392 crore in the third quarter ended December 31, 2025, driven by a growing order book.

The total re...","business, general",earnings,"profit, revenue, results",thehindubusinessline.com,https://www.thehindubusinessline.com/companies/premier-energies-q3-net-profit-rises-53-to-392-cr/article70542723.ece
2026-01-23,2026-01-23T01:15:40.000000Z,14.64,Energy/Commodity,26.408272,1.32,4,0,0,"Why is gold price rising and will it go above $4,937? Gold hits new record and may move toward $5,187. Here's what should investors do now","Why is gold price rising and will it go above $4,937? Gold crossed $4,900 as the dollar weakened and markets expected Federal Reserve rate cuts. Geopolitical te...","Why is gold price rising and will it go above $4,937?



Dollar movement and rate cut expectations drive gold demand



Live Events

Geopolitical developments a...","general, business",energy_commodity,"rate cut, forecast, outlook, fed",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/us/why-is-gold-price-rising-and-will-it-go-above-4937-gold-hits-new-record-heres-what-should-investors-do-now/articleshow/127216594.cms
2026-01-23,2026-01-23T13:21:10.000000Z,13.98,Corporate Event,29.824045,1.49,3,0,2,"Citigroup plans another round of layoffs after 1,000 jobs cut: Here's when will it happen, who's at risk and what employees need to know","Citigroup layoffs  2026: In March 2026, Citigroup plans to announce another round of layoffs affecting senior employees after cutting approximately 1,000 jobs e...","Citigroup Layoffs 2026: March Job Cuts Likely to Target Senior Employees

Citigroup Severance Costs and Financial Implications of Layoffs

Citi Workforce Shrink...","general, business",corporate,"ceo, jobs, layoffs",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/us/citigroup-plans-another-round-of-layoffs-after-1000-jobs-cut-heres-when-will-it-happen-whos-at-risk-and-what-employees-need-to-know/articleshow/127281801.cms
2026-01-23,2026-01-23T02:23:53.000000Z,12.64,Corporate Event,36.387615,1.82,3,0,0,Legato Merger Corp. IV Prices IPO Of 20 Mln Units At $10.00/unit,Legato Merger Corp. IV announced that it priced its initial public offering of 20 million units at $10.00 per unit. The units will be listed on the NYSE America...,Legato Merger Corp. IV announced that it priced its initial public offering of 20 million units at $10.00 per unit. The units will be listed on the NYSE America...,business,corporate,"offering, merger, ipo",rttnews.com,https://www.rttnews.com/story.aspx?Id=3612824
2026-01-23,2026-01-23T02:35:09.000000Z,12.4,Corporate Event,33.962276,1.7,3,0,0,Praetorian Acquisition Corp Prices IPO Of 22 Mln Units At $10.00/unit,Praetorian Acquisition Corp. announced the pricing of its initial public offering of 22 million units at a price of $10.00 per unit.  The units are expected to ...,"Praetorian Acquisition Corp. announced the pricing of its initial public offering of 22 million units at a price of $10.00 per unit.

The units are expected to ...",business,corporate,"offering, acquisition, ipo",rttnews.com,https://www.rttnews.com/story.aspx?Id=3612827
2026-01-23,2026-01-23T20:32:11.000000Z,9.0,Macro,29.946114,1.5,2,0,0,Russia reports major inflation drop in 2025,"Russia’s annual inflation rate has fallen to 5.59%, the lowest level in five years, central bank data shows","Consumer price growth has slowed the most in five years, central bank data shows

Russia’s annual inflation slowed to its lowest level in five years in 2025, ...","general, business",macro,"inflation, central bank",rt.com,https://www.rt.com/business/631431-russian-inflation-major-drop/
2026-01-23,2026-01-23T14:30:40.000000Z,7.86,Technology,18.624645,0.93,1,0,3,Get 88 hours of AI cybersecurity training for just $30,"The 2026 AI Security & Cybersecurity Expert Bundle delivers 88 hours of training on AI, ethical hacking and real-world defense skills.","The 2026 AI Security & Cybersecurity Expert Bundle delivers 88 hours of training that covers AI, ethical hacking and real-world defense skills.

This six-course...",tech,tech,sec,cultofmac.com,https://www.cultofmac.com/deals/ai-security-cybersecurity-expert-bundle
2026-01-23,2026-01-23T17:13:10.000000Z,6.94,Technology,29.420258,1.47,1,0,1,India on track to begin commercial semiconductor chip production in 2026: Ashwini Vaishnaw,Union Electronics and Information Technology Minister Ashwini Vaishnaw on Friday said India is on track to begin commercial semiconductor chip production in 202...,Union Electronics and Information Technology Minister Ashwini Vaishnaw on Friday said India is on track to begin commercial semiconductor chip production in 202...,"tech, business, general",tech,miss,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/india-on-track-to-begin-commercial-semiconductor-chip-production-in-2026-ashwini-vaishnaw/articleshow/127311385.cms
2026-01-23,2026-01-23T13:00:00.000000Z,6.84,Technology,18.35766,0.92,1,0,2,Report: 4 in 10 Employees Have Never Received Cybersecurity Training,"Forty percent of employees have never received cybersecurity training, according to a new report from Yubico. That number rises to nearly sixty percent...","Forty percent of employees have never received cybersecurity training, according to a new report from Yubico. That number rises to nearly sixty percent for empl...",tech,tech,sec,blog.knowbe4.com,https://blog.knowbe4.com/report-4-in-10-employees-have-never-received-cybersecurity-training
2026-01-23,2026-01-23T12:03:59.000000Z,3.58,Macro,25.861483,1.29,0,0,1,"Gold price today: How much 22K, 24K gold cost in Delhi, Chennai & other cities – Check rates","India Business News: Gold and silver futures powered to fresh lifetime highs on Friday as investors doubled down on safe-haven assets, tracking record internati...","Here’s how gold is priced across major Indian cities today:

Gold price in Delhi today



Gold price in Mumbai today



Gold price in Chennai today



Gold pr...","business, general",energy_commodity,,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/check-gold-rate-in-your-city-on-january-23-2026-in-delhi-mumbai-bangalore-chennai-kolkata-hyderabad-ahmedabad-jaipur-and-patna/articleshow/127278018.cms
2026-01-23,2026-01-23T09:45:05.000000Z,3.44,Biotech/Pharma,24.470678,1.22,0,0,1,New pine bark filter removes over 90% of drug traces from wastewater,"Researchers at the University of Oulu in Finland have developed this low-cost, sustainable water-treatment medium to remove pharmaceutical residues from wastewa...","Iron-modified pine bark is the newest, cheapest way to remove drug waste from water resources. Researchers at the University of Oulu in Finland have developed t...","tech, science",health_pharma,,interestingengineering.com,https://interestingengineering.com/health/pine-bark-removes-drug-waste-from-wastewater
2026-01-24,2026-01-24T12:19:24.000000Z,21.8,Earnings,27.957813,1.4,6,0,1,Higher cement sales help UltraTech beat earnings estimates,"UltraTech Cement's consolidated net profit rises 27% year-on-year to  ₹ ₹1,725.40 crore in the December quarter","India’s largest cementmaker, UltraTech Cement Ltd, reported better-than-expected net profit for the December quarter, beating analyst estimates on the back of...","business, general",earnings,"profit, beat, revenue, results, outlook, earnings",livemint.com,https://www.livemint.com/companies/company-results/ultratech-cement-q3-profit-surge-sales-volume-estimates-beat-11769255126382.html
2026-01-24,2026-01-24T08:23:13.000000Z,17.78,Macro,27.728512,1.39,5,0,0,"UltraTech Cement Q3 Results: Profit Jumps 27% As Volumes, Margins Beat Street Estimates","Net profit rose 27% year-on-year to Rs 1,729 crore, compared with Rs 1,363 crore in Q3 last year. Revenue increased 23% YoY to Rs 21,830 crore.","UltraTech Cement delivered a strong set of consolidated results for the December quarter, with earnings comfortably beating market expectations, driven by healt...","business, general",earnings,"profit, beat, revenue, results, earnings",ndtv.com,https://www.ndtvprofit.com/markets/ultratech-cement-q3-results-profit-jumps-27-as-volumes-margins-beat-street-estimates-10877496#publisher=newsstand
2026-01-24,2026-01-24T21:00:00.000000Z,15.04,Macro,30.31742,1.52,4,0,0,Tense Fed is set to lead global peers with interest-rate hold,Officials in Washington are widely expected to defy US President Donald Trump’s calls for lower borrowing costs on Wednesday at the end of their two-day meeti...,"While policymakers are focused on the potential growth risks posed by tariffs, they’re also watchful for possible inflation pressures in the current environme...","business, general",macro,"interest rate, unemployment, fed, central bank",finance.yahoo.com,https://finance.yahoo.com/news/tense-fed-set-lead-global-210000022.html
2026-01-24,2026-01-24T10:00:45.000000Z,13.28,Macro,32.770992,1.64,3,0,1,"UltraTech Cement Q3 profit at ₹1,729.44 crore","UltraTech Cement reports Q3 profit of ₹1,729.44 crore, with revenue rising to ₹21,829.68 crore, reflecting strong performance.","UltraTech Cement, India's leading cement maker on Saturday reported a consolidated net profit of ₹1,729.44 crore for December quarter FY26.

It had posted a n...","business, general",earnings,"profit, revenue, results",thehindubusinessline.com,https://www.thehindubusinessline.com/companies/ultratech-cement-q3-profit-at-172944-crore/article70545824.ece
2026-01-24,2026-01-24T10:44:05.000000Z,11.92,Corporate Event,19.242443,0.96,3,0,1,Citigroup plans to lay off more employees in March — who will get impacted? Here's what report says,"Citigroup plans new layoffs in March after cutting 1,000 jobs in January. The cuts, affecting mainly senior staff, are part of CEO Jane Fraser's cost-reduction ...","Citigroup is expected to announce a fresh round of lay off in March this year, shortly after the American bank decided to slash around 1,000 jobs in January, ac...","business, general",corporate,"ceo, jobs, layoffs",livemint.com,https://www.livemint.com/companies/news/citigroup-plans-to-lay-off-more-employees-in-march-who-will-get-impacted-heres-what-report-says-11769244351468.html
2026-01-24,2026-01-24T16:11:22.000000Z,11.88,Energy/Commodity,38.801888,1.94,2,0,2,Crude Check: Upward bias,"Crude oil prices show bullish momentum; buy futures at ₹5,630 with a target of ₹6,000 and adjusted stop-loss.",Oil prices rose for the third consecutive week. Brent crude oil futures on the Intercontinental Exchange (ICE) ($65.90/barrel) was up 2.7 per cent whereas crude...,"business, general",energy_commodity,"forecast, loss",thehindubusinessline.com,https://www.thehindubusinessline.com/portfolio/commodity-analysis/crude-check-upward-bias/article70545597.ece
2026-01-24,2026-01-24T10:47:07.000000Z,9.92,Macro,29.232864,1.46,2,0,1,Bessent hints at possible US tariff relief for India as Russian oil imports drop,US Treasury Secretary signals potential tariff relief for India as Russian oil imports decline significantly.,US Treasury Secretary ‍Scott Bessent on Friday signalled the potential removal of additional 25 per cent tariffs ‌on India following a sharp reduction in In...,"business, general",macro,"tariff, sec",thehindubusinessline.com,https://www.thehindubusinessline.com/economy/bessent-hints-at-possible-us-tariff-relief-for-india-as-russian-oil-imports-drop/article70545933.ece
2026-01-24,2026-01-24T10:50:42.000000Z,9.72,Macro,27.275057,1.36,2,0,1,U.S. Treasury Secretary hints at possible tariff relief for India as Russian oil imports drop,U.S. Treasury Secretary hints at potential tariff relief for India as Russian oil imports significantly decline.,"U.S. Treasury Secretary ‍Scott Bessent on Friday (January 23, 2026) signalled the potential removal of an additional 25% tariffs ‌on India following a sharp...","general, politics",macro,"tariff, sec",thehindu.com,https://www.thehindu.com/business/us-treasury-secretary-hints-at-possible-tariff-relief-for-india-as-russian-oil-imports-drop/article70545926.ece
2026-01-24,2026-01-24T14:08:06.000000Z,8.48,Biotech/Pharma,24.735733,1.24,1,0,3,"Indian drugmakers get regulatory nod to sell generic Wegovy, heating obesity‑drug race","Indian drugmakers Zydus Lifesciences and Alkem Laboratories gain approval to sell generic Wegovy, intensifying the obesity-drug competition.","Indian drugmakers Sun Pharmaceutical Industries, Zydus ‍Lifesciences and Alkem Laboratories have received approval from the regulator to manufacture and sell ...","health, science, general, tech",health_pharma,approval,thehindu.com,https://www.thehindu.com/sci-tech/health/indian-drugmakers-get-regulatory-nod-to-sell-generic-wegovy-heating-obesity%E2%80%90drug-race/article70546662.ece
2026-01-24,2026-01-24T12:10:21.000000Z,7.94,Corporate Event,19.307323,0.97,1,2,1,"TikTokers Turn Bankruptcy Into a Win, but Experts Warn of Risks",Some young people on TikTok are framing bankruptcy as a life-changing win. Financial experts say the process should be treated as a last resort.,"This story is available exclusively to Business Insider subscribers. Become an Insider and start reading now.

For a growing number of Americans on social media...","tech, business, science",corporate,bankruptcy,businessinsider.com,https://www.businessinsider.com/bankruptcy-young-people-tiktok-experts-risks-2026-1
2026-01-24,2026-01-24T11:46:58.000000Z,6.48,Energy/Commodity,24.826183,1.24,1,0,1,Gold Has A New Buyer In Town — And The Old Price Rules No Longer Apply,"For decades, gold followed a familiar rhythm. Prices rose when fear spiked, fell when calm returned. When gold rallied too far, supply or selling pressure would...","For decades, gold followed a familiar rhythm. Prices rose when fear spiked, fell when calm returned. When gold rallied too far, supply or selling pressure would...","business, general",energy_commodity,sec,finance.yahoo.com,https://finance.yahoo.com/news/gold-buyer-town-old-price-114658166.html
2026-01-24,2026-01-24T20:18:13.000000Z,6.08,Technology,20.76098,1.04,1,0,1,Evaluating the Best Value Cybersecurity Platforms for Enterprises,"Enterprise protection, optimized budget: How to evaluate cybersecurity platforms for maximum value.","Companies are willing to invest in cybersecurity solutions, but it can be challenging to find ones that provide the best value for the total cost of ownership. ...",tech,tech,sec,smartdatacollective.com,https://www.smartdatacollective.com/evaluating-best-value-cybersecurity-platforms-for-enterprises/
2026-01-24,2026-01-24T04:46:37.000000Z,5.92,Biotech/Pharma,29.247488,1.46,1,0,0,AI-designed NLRP3 inhibitor receives FDA clearance for Parkinson disease trials,"Insilico Medicine (3696.HK), a clinical-stage drug discovery and development company driven by generative artificial intelligence (AI), today announced that ISM...","Insilico Medicine (3696.HK), a clinical-stage drug discovery and development company driven by generative artificial intelligence (AI), today announced that ISM...",health,health_pharma,fda,news-medical.net,https://www.news-medical.net/news/20260123/AI-designed-NLRP3-inhibitor-receives-FDA-clearance-for-Parkinson-disease-trials.aspx
2026-01-24,2026-01-24T10:02:45.000000Z,5.72,Corporate Event,17.277235,0.86,1,0,1,Acme United Closes Biggest Acquisition To Date,"Acme United Corporation (US: ACU – $42.27) has taken a major strategic step with the acquisition of the assets of SLED Distribution, LLC, which operates under...","Acme United Corporation (US: ACU – $42.27) has taken a major strategic step with the acquisition of the assets of SLED Distribution, LLC, which operates under...",business,corporate,acquisition,smallcaps.us,https://smallcaps.us/acme-united-closes-biggest-acquisition-to-date/
2026-01-24,2026-01-24T12:41:17.000000Z,4.58,Energy/Commodity,25.84108,1.29,0,0,2,"Trader Considers $4 Million Payday as Gold Price Surges Past $5,000","Gold breaks $5,000 as dollar weakness accelerates, fueling safe-haven demand and a $4 million tokenized gold trade.","The Gold price has surged past the $ 5,000-per-ounce mark, setting a historic benchmark for the precious metal.

This move suggests mounting investor concern ov...","business, general",energy_commodity,,finance.yahoo.com,https://finance.yahoo.com/news/trader-considers-4-million-payday-124117534.html
